Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19999695,91.37936401,91.69391632,92.01409912,92.3468399,93.19999695,93.07568359,93.47305298,93.88550568,94.30734253,95.95653534,96.23373413,98.09999847,94.30000305,96.42429352,96.75140381,97.1266098,97.81999969,97.861763,98.2255249,98.58896637,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.91777039,99.86647797,100,100,99.93000031,98.31919098,100,100,100,100,100,100,100,100,100,100,100,100,99.80000305,100,100,
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6,74.66521454,75.33365631,75.98945618,76.6294632,82.4,77.85112762,80.5,79.00682068,79.58102417,76.90000153,80.75324249,78.44000244,80.72065735,82.65840912,84.80000305,84.01200104,72.80000305,84.95149231,86.76000214,88.5,90.80000305,88.07102966,89.80000305,90,89.90000153,93.80000305,94.71047974,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,55.8693161,57.41962814,58.9686203,60.52322769,62.09039688,63.79999924,65.28810883,66.91990662,68.56678772,70.22306061,71.88304138,73.54103851,74.19999695,76.8817749,78.45642853,80.07369995,82.19999695,83.55440521,86.69999695,86,88.08341217,
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.87835312,40.44319534,41.99856186,43.54128647,45.06821823,46.57619095,48.06373215,51.15999985,51.00473785,52.46678925,53.93445969,55.41469574,54.43685913,58.43852997,59.98339081,61.54333496,63.1126709,64.68571472,66.2567749,67.82017517,67,70.91135406,72.44168854,73.96438599,79.40000153,,,80.63490295,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9507637,24.19966507,24.44723701,24.70042992,24.96618462,25.25145149,34.40040588,25.89144707,26.23691177,26.59176826,11.80000019,27.30692101,27.65584183,27.99267578,33.09999847,35.37715912,39.72172546,44.09542084,48.2879715,52.3210907,56.27449417,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.59363556,94.35191345,94.10886383,93.87142944,93.64656067,93.44120789,93.2602005,93.09996033,92.95479584,92.81903076,93.11724854,93.09999847,92.41123199,92.25744629,92.09220886,91.91744232,91.73503876,91.54691315,91.35497284,91.16112518,90.96696472,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9,92.30475616,92.53014374,92.73657227,91.3,95.39783478,93.24887848,95.71096802,96.03089905,93.74276733,93.93716431,94.40666199,94.39540863,94.6499939,94.91397858,95.18166351,94.60327911,95.70542145,95.9513855,94.46313477,96.41087341,96.6282196,96.83984375,97.0476532,97.25354767,97.45913696,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.86621094,99.91825867,99.96175385,99.98839569,99.99834442,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.396341,86.21174622,86.41713715,86.6098938,86.78684998,86.94484711,87.08241272,87.18975067,87.30096436,87.4108429,87.5263443,87.65440369,81.59999847,82.41903687,88.16658783,88.37435913,90.90000153,92.32691193,93.01670074,93.63700867,94.11836243,94.40000153,94.81613922,95.39781189,96.00860596,96.43825531,96.70847321,96.89897919,
High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.96994299,99.97731508,99.97186807,99.97841161,99.98001145,99.98132938,99.98165221,99.98358265,99.98540287,99.98349277,99.98732201,99.98227645,99.98166315,99.9851494,99.981127,99.98143979,99.98863401,99.98426451,99.98599414,99.99121807,99.99085631,99.99186177,99.99582762,99.99131228,99.99633078,99.99475665,99.99157238,99.99409982,99.99773573,99.99839859,99.99906636,
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.700619,89.851267,92.082517,92.144467,93.264253,93.877733,95.072358,96.042962,95.3172,94.44295502,94.69595337,93.14065552,94.46618652,95.8866272,96.04257965,96.8561554,97.53937531,97.96064758,97.92108154,98.75944519,99.17497253,98.48667145,98.98967743,98.76234436,98.8976593,99.09999847,97.80000305,98.90000153,99,100,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.31637334,58.44051053,58.48609467,54.45205589,55.03183665,55.72578934,56.54976052,58.10517551,58.99629163,60.07045832,61.68578887,60.75593393,62.68069175,64.04451927,66.63441217,68.73803079,69.12355724,70.42218145,69.4846763,71.58571155,73.35148787,74.0881623,75.84756333,76.46299397,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5,68.83561707,68.9942627,69.13395691,69.25321198,81.90000153,62.46408081,69.52187347,50.38757324,69.72888184,69.85817719,68.90000153,70.18623352,70.37573242,70.57462311,70.77721405,71.48587036,72.59999847,73.73788452,74.63970947,75.58602142,76.40000153,77.92884064,78.93367004,79.77906036,80.5447464,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.74863726,96.36022444,96.85958817,97.12358136,97.09633281,97.23128582,97.64765829,97.71035674,97.87331366,98.43149311,98.24446415,98.15895423,98.64140901,98.73480459,98.72025009,98.70542984,99.10494597,99.24162411,99.27191543,99.46580941,99.52444567,
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.02691456,92.6632972,93.12992517,93.38521609,93.37558301,93.62354075,93.95577708,94.18530954,94.24709404,94.82245945,94.69067813,95.00555411,95.47029319,95.483694,95.55700784,95.44402784,96.0856214,96.74217303,96.91064287,97.19945028,96.72523512,
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6806112,74.96754214,72.47203708,72.52242279,73.07944258,73.54881779,73.87909106,74.95724641,75.11424282,76.51211747,76.32944898,77.24425064,77.64839079,80.10506903,80.67630104,80.48456013,81.12299189,80.74842274,82.66967034,83.67239789,83.96888222,85.17222541,85.09813194,
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.17938104,87.29045202,86.79817218,87.21933157,87.0600291,87.37452871,87.26293514,87.63742794,87.48342288,89.4104381,88.72748957,88.75066297,86.94653701,90.4454415,89.55185909,89.54639535,89.57464435,89.07722402,91.48678109,,,,91.4531722,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6,93.01299286,93.3634491,94.6,94.04223633,94.36425781,97.5,94.95775604,95.22458649,95.50320435,95.7283783,95.9522171,98.09999847,96.42370605,96.6852417,96.97112274,98.19999695,97.59951019,98.90000153,98.95999908,99.34999847,99.19999695,99.67316437,99.73999786,99.83139038,99.80000305,99.88999939,99.87999725,99.88999939,99.59999847,
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2894174,62.99531392,62.77735427,63.82907638,64.43756426,65.08191004,66.64665796,67.03416868,68.15460763,68.31473602,69.81499533,71.64930211,73.44014542,74.97008941,74.67176331,75.71687193,75.45066347,77.10343131,79.31684383,79.27912981,80.81564803,81.19717278,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8,85.20610046,85.8353653,86.45200348,87.05283356,87.63471222,91.3,88.75102997,87.59999847,89.8030014,90.33394623,90.87744904,91.44046783,93.09999847,92.63597107,93.25917816,96.09999847,94,92.90000153,96.09999847,96.40370178,97.00684357,97.5,98.18641663,98.7666626,99.09999847,99.7377243,100,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
"Iran, Islamic Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.91627502,99.86096954,99.80924225,99.7700882,99.75043488,100,99.7806015,99.82115173,100,99.92247772,99.96427917,99.98939514,99.98000336,100,100,99.98999786,100,100,100,100,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.37512207,99.35404968,99.33165741,99.31488037,99.31066895,99.32596588,99.54349518,99.42602539,99.50152588,99.58641052,99.67501068,100,99.69000244,99.90126038,99.95297241,99.98493195,99.99768066,100,99.90000153,100,100,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.110334,86.11855316,86.70111084,87.28050995,87.85358429,88.41719055,92.356928,89.50331879,90.01953125,88.49866,90.98552704,92.72131348,92.63907623,92.3928299,92.87779999,93.38228607,93.91110992,94.46070862,99.5,95.59945679,95.80000305,96.75304413,97.32117462,96.59999847,96.75,98,99.48432922,99.80588531,99.96777344,100,100,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.23476686,99.35246277,99.42790985,99.50019073,99.56616211,99.62265015,99.66650391,99.8,99.70365906,99.69232941,99.65599823,99.61821747,99.69999695,99.54562378,99.52469635,99.52328491,100,99,100,99.59999847,100,99.85868073,99.5,99.9605484,99.98782349,99.99819183,100,100,100,100,100,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.94128418,99.94973755,99.94932556,99.4,99.91017914,99.79000092,99.91999817,100,100,100,99.82867432,100,100,100,100,99.96874237,100,100,100,100,100,100,100,100,100,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,39.22034073,41.0309639,42.82894897,44.61113739,47.5,48.11716843,49.84423447,51.56052017,53.27547836,50.20000076,56.72919846,58.48184967,60.2588501,62.05661774,63.86946869,65.59999847,58.20000076,69.34163666,71.15794373,72.96216583,68.40000153,78.09999847,84.30000305,83.88960266,87.38800049,90.80000305,93.98622131,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.7698288,99.72615051,99.65518951,99.58585358,100,99.45014191,99.3976593,99.77748108,98.51000214,99.58999634,99.37999725,99.48000336,99.13999939,99.30000305,99.80000305,98.94999695,99.90000153,98.66000366,99.52999878,100,100,99.71401215,99.50406647,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.98,59.27936935,60.59999847,65.26025391,67.19931793,69.14400482,71.10124969,66.80000305,75.07911682,77.1009903,87,81.18429565,91.30000305,93.58457947,94.2924118,94.86128998,96.90000153,95.73413086,96.40332031,99.05999756,99.35926819,96.90000153,97.30000305,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.68945313,93.28018951,92.86959839,92.46463013,92.07221985,93.61296844,91.69999695,91.02298737,90.710289,88.55999756,89.54511261,89.80580139,89.49655914,89.30421448,89.10295868,88.30999756,88.99995422,89.08285522,88.98460388,88.72692108,88.38952637,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.14697266,99.22695923,99.30641174,99.38271332,99.45269012,99.51318359,99.56105042,99.59311676,99.60622406,99.59889984,99.48661041,99.45800781,99.42807007,99.40375519,99.39200592,99.39976501,99.43187714,99.48474884,99.55270386,99.63005829,99.71111298,100,100,100,100,100,100,100,100,100,100,
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.89510345,99.9445343,99.98054504,99.99677277,100,100,100,100,100,100,99.99436951,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.89469983,97.34698043,97.63760167,97.42931691,97.63548592,97.76247119,97.89997086,98.08640303,98.26086258,97.98312883,98.15632843,98.01090817,98.31892574,98.34922179,98.5745184,98.69103319,98.95422276,98.93028778,99.1099686,99.1921187,99.27017451,99.35572605,99.33126022,99.30219567,99.41788518,99.48358114,99.46780329,99.56274073,99.63424034,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,95.37110138,95.52606201,95.66838837,95.79491425,95.90248871,95.98963165,96.06880188,96.12661743,96.1831131,97,96.31989288,92.19999695,94.13188171,97.41999817,99,96.9900589,97.15753937,97.32304382,97.43094635,97.69154358,97.91233826,97.80000305,98.65343475,99.5,99.48217773,99.64654541,100,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.97848511,99.02550507,99.07119751,99.12250519,99.18637848,99.26976013,99.47872925,99.50598907,100,99.80255127,99.91344452,99.75331116,99.99745178,100,100,100,100,100,100,100,100,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.900000095,3.42975688,3.5,9.713202477,7.199999809,15.98873138,16.39999962,14.80000019,25.32183838,31.20000076,40.5,37.27430344,37,45.17257309,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.92259979,99.96117401,99.98699951,99.99793243,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.54153442,95.90000153,95.29051971,95.16996765,95.0619812,94.97350311,94.90937805,94.86601257,94.83773804,94.81884766,94.80367279,94.78651428,94.11764526,94.72478485,94.95701599,95.32717896,95.90788269,96.51771545,96.94639587,97.21565247,100,
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2088083,97.59437583,97.85709467,97.66975412,97.8547971,97.96869652,98.07160468,98.24302845,98.42670409,98.17458009,98.31564334,98.18461022,98.44734208,98.47430168,98.68979994,98.78646498,99.02687023,99.01941802,99.18230493,99.26059139,99.34009809,99.40842401,99.39629088,99.36706411,99.4744811,99.52691632,99.51868963,99.60422551,99.66928785,
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.55031297,55.65271015,57.73020225,58.64476736,59.24007932,61.1442855,61.3460972,63.42346309,63.12382388,64.76504709,68.34883214,70.31082114,71.36315268,70.90205915,71.03576547,71.88187878,73.67876033,76.21848534,75.57765463,77.59183755,78.25358813,
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.22128036,46.70898068,48.25057485,49.18191246,50.80854831,52.17979514,53.26679693,54.06610888,53.14094741,53.06094797,54.95667558,57.76748183,60.39515123,60.69610388,62.28452392,61.39585106,63.08620866,65.93837754,65.87842222,67.68672142,68.92088491,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.59827423,85.30000305,91.30000305,90.62140656,91.31165314,92.02140808,94.40000153,95.30000305,94.28033447,95.61000061,95.59999847,96.83000183,97.70999908,98,98.90842438,99.64875793,99,99.9780426,100,100,100,
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.73275936,86.45811125,86.61792869,87.08692537,88.47694399,88.69742103,90.21787066,89.71976837,88.91776883,89.94157858,90.45485294,90.45841379,90.94814923,91.62857359,92.15795288,92.37599851,93.52463353,92.85424137,93.34120812,94.20250244,94.29127934,94.36414082,94.80114321,95.79903134,97.08526839,97.14618163,97.76322084,96.90669678,
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.79559972,92.42447939,92.91465458,93.18297063,93.1792673,93.43899339,93.78217458,94.02343691,94.08984062,94.28574344,94.1724797,94.50854421,95.00139002,95.0304481,95.12205441,95.02038804,95.69255668,96.36559286,96.54403121,96.85461204,96.39766836,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.60089207,17.98860741,21.06775856,24.15252876,26.20000076,30.36670685,33.50790024,36.66986084,39.84690094,43.20000076,55.21151733,57.24421692,59.20743561,61.03170013,61.5,64.41529846,66.3398819,68.83999634,,74.59745026,77.72548676,
Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.68967497,99.52861736,99.56014184,99.5602287,99.57222454,99.60125149,99.70831549,99.70258571,99.77361811,98.88918503,98.98542955,99.03249528,99.08625178,99.13926306,99.12472456,98.82277843,99.24010347,99.29355868,99.30477338,99.36007599,99.38229176,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.83998108,99.89569092,99.94549561,99.98120117,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.50241089,99.56900024,99.6350708,99.69797516,99.75456238,99.80167389,99.83615112,99.85482788,99.85454559,99.83383179,100,100,100,100,100,100,100,99.60758972,99.6634903,99.72878265,100,100,100,100,100,100,100,100,100,100,100,
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7,90.13162231,90.58109283,90.6,91.44844818,91.86000824,92.25261688,92.62478638,98.48000336,93.32043457,93.66504669,94.01527405,94.59999847,94.76036835,99.26000214,95.59444427,96.03694153,96.4888382,96.94443512,97.39806366,97.84401703,98.69999695,95.19999695,99.11320496,99.30000305,100,99.30000305,99.99487305,100,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.40000153,100,100,100,100,100,100,100,100,100,100,100,99.94999695,99.97000122,100,100,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,39.98170471,41.14899063,42.30680084,43.45197678,38.1,45.69177246,46.78175735,48.02760696,42.08486938,50.00194931,52.70000076,51.99876404,53.02296066,54.07151031,55.14082718,56.22522354,68.59999847,39.09999847,61.5,72.80000305,60.70000076,62.73997879,63.79476166,67.30000305,66.26256561,,,70.16197205,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.25805664,99.24519348,99.23099518,99.22242737,99.22641754,99.24991608,99.29776764,99.36638641,99.45008087,99.90000153,99.6399765,99.73479462,99.82195282,99.89702606,100,99.98371887,99.99754333,99.69999695,100,100,100,
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.27651723,98.79646594,98.81587283,98.88905484,98.93722507,98.93982134,99.43724428,99.01647639,99.2426291,99.21706256,99.52501573,99.59639975,99.53066515,99.69928642,99.36422619,99.44603283,99.58910099,99.7266329,99.84350552,99.63842079,99.64505585,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.584698,99.08623505,99.25589,99.22938538,99.076735,99.32198334,99.17507,99.34043884,99.43071747,99.29040527,99.52617645,99.23563385,99.39008331,99.60558319,99.70586395,99.3155899,99.72595215,99.46038055,99.70355225,99.62000275,99.65000916,99.79684448,99.63725281,99.30000305,99.80000305,99.96255493,99.80000305,99.93105316,99.80000305,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.91218262,89.23912048,89.50411987,89.76778412,90.03707123,90.31892395,90.62028503,90.94599152,91.59999847,91.65402985,92.02498627,92.39964294,92.49703979,93.13734436,93.51378632,93.83175659,94.16370392,94.64579773,95.20745087,95.58795166,95.80902863,95.95038605,
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.97481072,94.55319846,95.03535777,95.2717987,95.24867242,95.48879048,95.82946237,96.08525972,96.24628331,96.76685462,96.53058774,96.75299943,97.14554653,97.20065083,97.2288202,97.22899482,97.88106476,98.52439837,98.54342792,98.82947241,98.40322257,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.83000183,100,98,100,99.19000244,100,100,99.7947464,100,100,100,100,100,100,99.80000305,100,100,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,24.68655205,27.69662285,30.68625832,33.69224548,37,39.60980988,42.57354736,45.54985046,48.54566193,47.40000153,54.60675049,57.66276169,57.86163712,74.34497833,75.96121216,76,78.91576385,80.16886139,83.09999847,82.97454834,84.98000336,,91.08195496,94.08895874,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3495636,82.82338715,83.29588318,83.77400208,84.26468658,84.77487946,85.30941772,85.86472321,86.435112,87.01490021,89,88.24729156,88.93177795,89.47729492,85.5,90.80000305,92.30000305,92.55451965,92.11804962,92.51248169,93.03386688,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.13471934,98.55988329,98.58242235,98.6710513,98.7264426,98.72735911,99.32147429,98.80701729,99.07561415,99.03924295,99.41552301,99.50251788,99.420473,99.62828255,99.21404933,99.31509442,99.49165635,99.66139392,99.80438895,99.55228737,99.5617958,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.59999847,99.59999847,100,100,100,100,100,100,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.08740234,97.09801483,97.1072998,99.5,97.14966583,97.90000153,97.26796722,97.36006165,97.46723175,97.58380127,96.07942963,94.15538788,97.93300629,97.80000305,98.11864471,98.19621277,98.33174133,98.95709991,99.69999695,99.68609619,99.69999695,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.79037476,99.84640503,99.90028381,99.94872284,99.98243713,100,100,100,100,100,100,100,99.85483551,99.80227661,99.7622757,99.74178314,99.74564362,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,18.1166153,20.67184639,23.22335243,20.10000038,28.27523232,25,33.34958649,35.91255569,38.49987411,37.5,38.88888931,43.09999847,56.46563339,54.5,60.00185013,61.59626007,68,68,66.21488953,60.5,72.19999695,72.38905334,74.96321869,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.00902557,49.70000076,49.22350693,51.33570099,53.46046066,41.59999847,57.77334595,70.36633301,62.16719818,64.38105774,75.72939301,76.16088867,76.52289581,76.74594879,76.90000153,77.57722473,79.7444458,81.90595245,84.06363678,86.21941376,88.37487793,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,99.99606323,100,99.9344101,100,99.77346802,99.69799042,99.64202118,99.61039734,99.59954834,99.60377502,99.61740112,99.63472748,99.77999878,99.79955292,99.78884125,99.63751984,99.61213684,99.59210968,99.61000061,99.64842987,100,99.40860748,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,19.02269173,20.17673683,21.32130432,22.45323181,23.56936455,24.66654205,25.74328423,28.70000076,27.83053017,28.88108826,37.14606094,30.20000076,32.09425735,23.56792068,34.34022141,35.48867035,36.64651489,34.70000076,32.59999847,37.09999847,36.59999847,46.09999847,48.70000076,42,57.5,50.38972092,45.5,53.98027039,
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42598724,99.40261841,99.37792969,99.35884857,99.3523407,99.36533356,99.40267944,99.46080017,99.53398895,99.90000153,99.70288086,99.78720093,99.90000153,99.92120361,99.96666718,99.99090576,100,100,100,100,100,
